-104.852 156.05
-75.7113 142.48
-80.7377 160.39
-64.9596 149.362
-116.214 157.16
-143.779 158.055
-86.9836 160.254
-110.054 143.426
-88.3384 145.923
-93.7295 147.722
-77.3137 148.934
-91.2615 145.489
-62.7655 79.8226
-103.654 108.619
-95.6835 123.705
-107.968 -165.39
-122.117 142.253
-96.0399 163.724
-148.366 123.828
-142.185 133.031
-147.695 151.859
-134.943 144.538
-157.708 161.432
-164.719 147.211
-137.737 -148.464
-140.802 154.536
-148.266 151.095
-170.287 133.383
-132.355 154.594
-147.02 168.204
-90.7472 159.655
-74.5427 126.395
-68.476 142.827
-79.4818 132.884
-85.5352 158.613
-103.352 139.609
-63.5955 149.109
-120.237 155.32
-156.826 167.732
-172.073 155.974
-133.444 38.5198
-145.037 43.4453
-135.795 35.9966
-143.185 51.9538
-108.807 24.0048
-134.217 -18.5214
-116.756 29.2154
-96.7255 0.148038
-119.33 19.7176
-100.544 -15.2736
-91.8484 -19.9977
-83.8923 -23.0562
-73.6424 -20.6653
-101.806 29.6549
-94.9674 15.8988
-105.257 17.3214
-75.6296 0.946053
-64.4384 -22.9479
-82.7308 -22.4773
-124.49 -15.1144
-91.4494 -37.3516
-101.265 -5.07273
-73.5084 161.552
-79.2554 149.865
-73.8047 -25.1581
-75.9573 -0.893505
-78.3811 -15.0183
-88.2205 9.67118
-64.0094 -34.7424
-85.1689 -15.5604
-70.6371 -35.9678
-108.217 13.8374
-70.1512 -26.5377
-91.4458 -24.3909
-88.8469 20.9945
-83.421 -22.9695
-88.2731 -28.9351
-75.8921 -33.234
-85.1664 -30.3934
-136.78 62.3582
-146.793 40.6809
-142.806 6.95045
-59.2177 -23.3885
-125.822 43.1012
-127.691 -18.983
-143.002 -5.86324
-113.287 -8.23175
-94.0672 -37.8253
-80.9116 -45.8986
-97.5395 -11.259
-96.8604 -3.36941
-105.044 -1.87837
-91.4292 -31.0502
-155.388 -104.116
-146.27 -61.7045
-153.545 -45.3819
-149.868 -8.93455
-139.068 7.25901
-81.076 -18.0039
-76.0637 -2.75058
-69.4231 -12.6383
-143.831 5.13003
-123.617 -18.3939
-133.341 -4.24575
-144.539 6.81584
-89.1708 -7.75479
-87.9085 34.4265
-96.9995 92.2017
-65.1278 149.759
-95.2765 145.665
-65.3249 129.566
-93.0742 162.67
-66.8305 136.104
-111.063 156.195
-134.691 159.404
-85.7815 147.82
-151.862 161.893
-147.452 139.091
-75.447 130.028
-77.7793 115.001
-82.8434 132.217
-109.557 147.767
-82.259 157.469
-56.0976 128.075
-80.1205 139.259
-137.605 137.115
-166.125 94.7223
-81.729 150.838
-166.29 128.84
-142.445 37.7584
-161.07 26.6599
-141.16 50.1492
-98.5137 113.179
-76.2323 118.672
-80.623 145.238
-140.717 155.473
-139.578 158.838
-136.612 166.916
-130.334 166.404
-80.1627 173.677
-57.3007 158.125
-75.6127 133.564
-93.7553 152.399
-105.473 156.353
-106.975 152.006
-86.9977 113.794
-107.267 135.549
-89.3834 144.687
-135.703 137.606
-102.917 147.925
-128.941 165.147
-115.897 158.188
-90.7318 169.083
-81.2864 169.309
-83.4819 160.781
-100 154.048
-79.1887 159.758
-77.469 150.728
-65.774 151.946
-110.732 164.331
-91.7739 179.738
-111.55 160.885
-85.4427 142.868
-68.6967 159.947
-95.0796 147.011
-90.5472 167.171
-74.8233 145.907
-98.5657 153.503
-103.562 165.605
-130.317 152.001
-146.41 141.967
-148.434 156.853
179.43 167.519
-137.416 144.745
-154.181 146.52
-157.193 157.385
-159.652 171.745
-81.8289 143.012
-85.5867 -31.0474
-109.858 -26.3111
-86.5321 -31.3458
-88.7068 -24.2016
-93.8267 -26.095
-81.0333 -14.7323
-91.5837 -4.48371
-79.2136 5.69822
-91.4638 -3.8937
-147.544 -1.65529
-78.4926 -19.718
-122.514 43.8983
-75.9864 -24.4868
-86.6694 -14.4811
-84.0229 -14.9539
-71.6119 -40.1502
-100.944 9.13431
-144.103 177.279
-140.668 125.82
-125.299 154.093
-84.9926 133.768
-148.724 130.744
-159.945 145.231
-137.61 168.353
-141.843 178.022
-144.331 -178.641
-130.241 -173.192
-157.391 173.207
-157.048 149.051
-138.783 159.172
-153.339 152.607
-145.473 168.094
-135.79 170.009
-150.477 157.315
-128.811 116.188
-126.605 165.354
-136.762 160.532
-159.439 157.319
-124.223 140.806
-96.7813 -171.02
-88.1934 170.954
-87.8172 -177.319
-91.2767 147.272
-71.0538 148.981
-89.5103 144.884
-78.9355 156.725
-77.2642 141.151
-68.0548 147.543
-62.0284 93.426
-78.8559 125.124
-87.4978 121.349
-75.8624 168.642
-70.7374 168.654
-74.0789 130.588
-106.864 -173.316
-98.8163 163.068
-106.482 176.394
-82.7645 155.849
-88.8142 169.131
-87.2257 145.416
-89.272 163.479
-81.7681 140.609
-65.5636 146.573
-68.5237 166.349
-62.0283 145.16
-77.244 154.318
-82.9112 178.434
-69.7744 162.725
-64.6562 139.558
-65.073 158.627
-91.2329 169.353
-84.1147 169.757
-83.8346 146.277
-79.1879 128.278
-110.136 131.413
-68.2438 127.987
-101.209 146.326
-93.4308 153.46
-140.941 160.389
-81.5403 -176.497
-86.7452 -179.373
-88.6026 178.634
-100.019 147.336
-70.0282 152.809
-85.0589 133.682
-67.2541 123.821
-109.876 175.209
-87.4466 153.442
-79.7126 142.917
-74.8062 176.024
-97.6644 151.519
-88.649 141.265
-109.494 159.517
-93.9091 154.008
-97.0764 112.606
-103.155 159.361
-88.8473 157.587
-77.4905 170.381
-71.1425 167.54
-96.1655 159.476
-64.1237 110.158
-90.3376 115.897
-76.4211 105.426
-68.8818 125.967
-90.4651 144.12
-72.5785 162.691
-58.5241 129.296
-90.104 106.396
-76.0787 123.324
-87.0734 142.404
-103.831 -178.4
-73.9239 129.801
-77.4299 119.709
-91.3218 133.303
-74.8962 109.729
-56.6888 133.422
-60.384 146.314
-59.8365 124.689
-80.0203 126.134
-66.7162 161.572
-88.0991 174.429
-83.0237 165.586
-88.1039 -178.504
-116.254 175.183
-94.7386 155.698
-155.064 148.042
-95.9637 163.008
-91.1354 149.751
-77.3717 155.989
-152.192 135.123
-73.9161 139.668
-72.4717 155.558
-81.6987 168.529
-67.7604 154.199
-89.8089 159.267
-98.171 131.661
-82.8935 155.01
-94.1327 149.668
-81.9306 140.092
-95.8819 140.577
-76.6498 128.445
-59.0395 142.614
-79.0455 151.161
-85.7949 129.662
-81.0176 168.596
-77.904 127.449
-77.398 153.593
-58.3715 161.088
-87.4917 156.487
-71.6123 172.517
-93.5055 167.262
-127.025 162.04
-115.364 148.771
-92.6987 165.787
-69.0584 153.225
-133.809 171.084
-98.8389 173.973
-139.599 167.166
-153.947 -178.459
-131.008 160.764
-142.966 173.343
-103.177 162.506
-125.215 157.968
-90.3797 155.297
-118.94 123.897
-103.805 161.373
-73.4178 164.073
-57.0284 143.261
-56.9201 147.125
-46.5515 135.483
-87.5919 136.801
-86.0955 140.692
-132.061 -169.672
-82.3549 147.875
-88.3252 159.961
-99.043 -179.406
-84.1088 -175.753
-71.6081 164.583
-70.5561 157.622
-66.2475 159.996
-70.3137 160.031
-89.7541 -163.673
-86.5583 -177.646
-87.8615 162.805
-92.6713 141.29
-69.1011 177.585
-98.7322 -175.972
-83.5989 139.38
-72.6349 153.647
-79.6391 -17.3853
-75.012 -34.3303
-86.1652 -54.8459
-70.1001 -40.2717
-78.1532 -7.62738
-78.8925 37.1114
-98.0942 -26.8863
-93.7354 -13.6906
-88.2945 -25.6535
-114.47 -19.3341
-135.33 -10.2953
-137.115 -5.3683
-97.5031 -25.9101
-84.9172 -24.9828
-105.726 -44.6913
-85.4684 -18.8017
-49.038 -44.043
-86.4021 -14.2885
-69.7224 -22.0776
-96.8891 -24.1759
-55.6551 -38.3852
-95.6955 -18.0854
-95.3531 -48.0438
-70.794 -40.966
-70.5085 -16.0773
-68.5812 -15.2606
-80.323 -22.6511
-74.673 -16.0921
-67.8966 -28.6529
-72.7874 -36.6053
-84.004 -31.9929
-95.0532 -22.3975
-75.1769 -18.6396
-73.8475 -37.5602
-82.2241 -13.088
-84.4211 -2.28413
-64.8625 -27.1633
-82.4439 -10.9178
-63.0802 -25.9793
-68.3634 -37.5368
-102.645 -11.7077
-76.8459 139.249
-83.5492 143.924
-144.498 146.782
-83.5716 136.474
-85.7139 158.689
-83.0454 125.022
-111.67 140.292
-96.0247 148.277
-76.3617 155.823
-73.2378 160.46
-59.3961 139.472
-88.8756 118.356
-74.6474 126.458
-53.8913 123.47
-80.5593 132.06
-77.0951 165.514
-88.057 154.695
-87.2485 159.334
-72.0182 145.019
-83.6291 145.917
-76.3918 146.991
-100.696 144.798
-82.404 168.088
-85.1583 158.976
-70.9992 126.793
-63.527 136.321
-59.0793 151.015
-69.1837 133.087
-83.9377 129.743
-74.5025 134.163
-69.5536 124.078
-54.9327 101.289
-83.3042 141.182
-83.1543 150.675
-84.8113 161.18
-74.3388 156.375
-90.9507 147.998
-120.411 154.328
-91.6341 166.634
-86.9049 147.869
-97.2635 170.289
-88.9681 155.287
-95.4501 158.563
-84.9466 168.867
-99.9828 152.406
-91.2443 150.803
-69.3508 153.781
-88.7352 137.596
-68.8391 142.549
-85.9054 149.327
-57.8767 140.577
-82.5107 154.589
-61.0908 148.485
-64.6057 146.798
-72.0254 145.607
-68.7132 139.705
-100.568 154.091
-98.0618 142.998
-95.2924 141.799
-74.4626 139.663
-46.333 109.565
-91.5843 131.78
-92.8732 117.421
-70.6449 143.608
-77.3751 113.587
-89.0596 100.743
-74.861 149.739
-60.1661 120.986
-98.2993 138.726
-158.871 162.699
-86.7661 -8.34786
-142.264 16.6289
-137.902 32.0881
-128.288 37.3532
-145.102 49.2234
-142.918 45.1492
-149.438 -10.554
-87.634 3.80658
-77.3081 -30.6519
-102.94 -18.201
-100.618 -41.2011
-91.6947 -26.8562
-71.4765 -13.6469
-75.6596 3.90971
-108.954 1.1217
-133.042 -6.43815
-97.8429 -10.4269
-144.708 -5.98353
-82.0717 139.629
-95.9422 -176.423
-79.8093 151.278
-84.8091 160.041
-70.2582 154.234
-65.5624 154.984
-83.606 164.119
-66.7087 142.379
-60.2898 129.315
-62.677 125.959
-177.293 149.882
-146.731 118.195
-91.0282 127.216
-98.5265 147.532
-119.972 144.075
-123.021 -174.671
-124.829 136.59
-152.814 127.794
-152.833 140.228
-148.786 129.282
-148.863 147.226
-85.9728 158.392
-89.5484 150.151
-67.1004 115.949
-93.6186 117.908
-90.7896 114.473
-80.48 153.559
-63.272 148.807
-87.5629 165.429
-78.733 148.486
-59.0962 160.906
-110.565 146.575
-140.086 151.883
-103.72 102.115
-157.849 167.13
-153.976 168.6
-147.539 161.44
-135.666 179.393
-79.4191 140.559
-66.2056 152.515
-89.0853 7.77958
-87.9176 0.356083
-77.2923 -25.5258
-75.2182 -16.6388
-80.9157 -9.90073
-86.4125 5.24247
-88.5032 0.0559529
-86.1519 -16.312
-69.4378 -19.339
-65.7158 -20.802
-83.9815 -23.4877
-123.3 15.4547
-95.8173 45.6176
-146.448 42.3856
-149.845 34.137
-145.218 22.2928
-164.86 21.1952
-145.352 15.5013
-137.641 59.4262
-139.657 26.956
-125.782 -0.219397
-108.003 -16.602
-76.3313 -48.3719
-93.1851 -4.78172
-153.731 -5.3112
-60.3 145.21
-81.4052 149.013
-94.5808 132.835
-95.6717 130.65
