lhuynh 5 5 0 0 0 0 3112 
lhuynh 4 4 0 0 0 0 2883.375 
lhuynh 3 3 0 0 0 0 13179.875 
lhuynh 0 0 0 0 0 0 12809.125 
lhuynh 0 0 0 0 0 0 11296.125 
lhuynh 0 0 0 0 0 0 10945.125 
lhuynh 0 0 0 0 0 0 12130.125 
lhuynh 0 0 0 0 0 0 12640.125 
lhuynh 0 0 0 0 0 0 12643.125 
lhuynh 0 0 0 0 0 0 3123.25 
lhuynh 0 0 0 0 0 0 3360.125 
lhuynh 0 0 0 0 0 0 4107.5 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4516.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4380 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4501.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5207.125 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5217.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5220.625 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5056.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4877.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3468.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3634.625 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3393.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3382.125 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3015 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2709 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3005.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2884.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2607.625 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2424 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 1937.375 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 1476.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2025 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2659 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2646.375 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3061.625 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3881.125 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3906.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3983 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4504.625 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4676.75 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5535 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5524 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5150 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4683 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5523 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5411 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5361.25 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5371.875 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5212 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4995.375 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 5180 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4386 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4371 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4393 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3995 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 4109 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3870 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3809 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3768.125 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3750.875 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3661 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3630 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 3030 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2659 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2212 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2100 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2090 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2111.125 
lhuynh 0 0 0 0 0 0 0 0 0 0 0 0 2106.125 
