dacaplan 0 0 0 0 0 0 3112 
dacaplan 0 0 0 0 0 0 2883.375 
dacaplan 0 0 0 0 0 0 13179.875 
dacaplan 0 0 0 0 0 0 12809.125 
dacaplan 0 0 0 0 0 0 11296.125 
dacaplan 0 0 0 0 0 0 10945.125 
dacaplan 0 0 0 0 0 0 12130.125 
dacaplan 0 0 0 0 0 0 12640.125 
dacaplan 0 0 0 0 0 0 12643.125 
dacaplan 0 0 0 0 0 0 3123.25 
dacaplan 0 0 0 0 0 0 3360.125 
dacaplan 0 0 0 0 0 0 4107.5 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 4516.75 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 4380 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 4501.75 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 5207.125 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 5217.25 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 5220.625 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 5056.75 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 4877.25 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 3468.25 
dacaplan 0 0 0 0 0 0 0 0 0 0 0 0 3634.625 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 3271.25 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 3257.25 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 2760 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 2446 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 2596 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 2385 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 2098 
dacaplan 0 0 0 0 0 0 0 0 22 4 2 20 1891 
dacaplan 2 2 2 0 0 0 0 0 20 2 0 20 1406 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 1476.25 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 2025 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 2659 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 2646.375 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 3061.625 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 3881.125 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 3906.75 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 3983 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 4504.625 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 4676.75 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5535 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5524 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5150 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 4683 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5523 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5411 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5361.25 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5371.875 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5212 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 4995.375 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 5180 
dacaplan 20 2 0 20 0 0 0 0 0 0 0 0 4386 
